FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,HSIPTHEMES,NAICSCODE,NAICSDESCR,ST_VENDOR,WEBSITE,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,x2,y2
3351,NASH COUNTY HEALTH DEPARTMENT,252-459-9819,214 SOUTH BARNES STREET, ,NASHVILLE,NC,27856,1204,NASH,37127,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.HEALTH.CO.NASH.NC.US,TECHNIGRAPHICS,LOCAL,0, ,-8679648.3151,4296985.4821
3352,ORANGE COUNTY HEALTH DEPARTMENT,919-245-2411,300 WEST TRYON STREET, ,HILLSBOROUGH,NC,27278,2438,ORANGE,37135,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.ORANGE.NC.US/HEALTH/INDEX.ASP,TECHNIGRAPHICS,LOCAL,0, ,-8805980.4123,4311258.1507
3353,WATAUGA COUNTY HEALTH DEPARTMENT,828-264-6635,126 POPLAR GROVE CONNECTOR, ,BOONE,NC,28607,5915,WATAUGA,37189,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.APPHEALTH.COM/WATAUGA/INDEX.PHP,TECHNIGRAPHICS,LOCAL,0, ,-9094034.4067,4330912.0907
3354,PENNSYLVANIA DEPARTMENT OF HEALTH - LEBANON COUNTY,717-272-2044,9-11 NORTH 9TH STREET, ,LEBANON,PA,17046,2803,LEBANON,42075,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8507776.8041,4915397.5756
3355,ERIE COUNTY DEPARTMENT OF HEALTH,814-451-6700,606 WEST SECOND STREET, ,ERIE,PA,16507,1111,ERIE,42049,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.ECDH.ORG/,TECHNIGRAPHICS,LOCAL,0, ,-8916871.9545,5180278.3596
3356,PENNSYLVANIA DEPARTMENT OF HEALTH,717-263-4143,518 CLEVELAND AVENUE, ,CHAMBERSBURG,PA,17201,3409,FRANKLIN,42055,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8644806.9375,4855673.6333
3357,TOWN OF OLD LYME HEALTH DEPARTMENT,860-434-1605,52 LYME STREET, ,OLD LYME,CT,06371,2331,NEW LONDON,09011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.OLDLYME-CT.GOV/PAGES/OLDLYMECT_HEALTH/INDEX,TECHNIGRAPHICS,LOCAL,0, ,-8051737.3183,5059276.6601
3358,WESTERN REGIONAL HEALTH OFFICE,413-586-7525,23 SERVICE CENTER ROAD, ,NORTHAMPTON,MA,01060,3821,HAMPSHIRE,25015,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,NAVTEQ,HTTP://WWW.MASS.GOV/?PAGEID=EOHHS2TERMINAL&L=6&L0=HOME&L1=GOVERNMENT&L2=DEPARTMENTS+AND+DIVISIONS&L3=DEPARTMENT+OF+PUBLIC+HEALTH&L4=DIRECTIONS&L5=REGIONAL+HEALTH+OFFICES&SID=EEOHHS2&B=TERMINALCONTENT&F=DPH_REGIONALOFFICES_G_RHO_WESTERN&CSID=EEOHHS2,TECHNIGRAPHICS,STATE,0, ,-8084659.1988,5208222.8211
3359,ORLEANS COUNTY HEALTH DEPARTMENT,585-589-3278,14012 STATE ROUTE 31, ,ALBION,NY,14411,9301,ORLEANS,36073,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://ORLEANSNY.COM/HEALTH/PUBLICHEALTH/TABID/85/DEFAULT.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-8706920.4236,5348513.4248
3360,SURRY COUNTY HEALTH DEPARTMENT,336-401-8410,118 HAMBY ROAD,SURRY COUNTY HEALTH AND NUTRITION CENTER,DOBSON,NC,27017,8471,SURRY,37171,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SURRY.COM/,TECHNIGRAPHICS,LOCAL,0, ,-8984317.5576,4354930.7203
3361,HYDE COUNTY HEALTH DEPARTMENT,252-926-4200,1151 MAIN STREET, ,SWAN QUARTER,NC,27885,9754,HYDE,37095,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.HYDEHEALTH.COM/,TECHNIGRAPHICS,LOCAL,0, ,-8495813.6643,4221152.5149
3362,MECKLENBURG COUNTY HEALTH DEPARTMENT,704-336-4700,249 BILLINGSLEY ROAD, ,CHARLOTTE,NC,28211,1003,MECKLENBURG,37119,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.MECKHEALTH.ORG,TECHNIGRAPHICS,LOCAL,0, ,-8995406.8354,4190187.8532
3363,MOORE COUNTY HEALTH DEPARTMENT,910-947-3300,705 PINEHURST AVENUE, ,CARTHAGE,NC,28327, ,MOORE,37125,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.MOORECOUNTYNC.GOV/INDEX.PHP/MNU-HEALTH,TECHNIGRAPHICS,LOCAL,0, ,-8840385.7029,4209599.7095
3364,WAYNE COUNTY HEALTH DEPARTMENT,919-731-1302,301 NORTH HERMAN STREET, ,GOLDSBORO,NC,27530,2973,WAYNE,37191,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WAYNEGOV.COM/165810410142431703/SITE/DEFAULT.ASP,TECHNIGRAPHICS,LOCAL,0, ,-8681076.8463,4215986.3704
3365,GUILFORD COUNTY HEALTH DEPARTMENT,336-641-3288,1203 MAPLE STREET, ,GREENSBORO,NC,27405,6910,GUILFORD,37081,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CO.GUILFORD.NC.US/PUBLICHEALTH/,TECHNIGRAPHICS,LOCAL,0, ,-8880852.9699,4313206.7076
3366,TOWN OF STONINGTON HEALTH DEPARTMENT,860-535-5010,152 ELM STREET, ,STONINGTON,CT,06378,1166,NEW LONDON,09011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TOWNOFSTONINGTON.COM/,TECHNIGRAPHICS,LOCAL,0, ,-8003943.2749,5062635.2807
3367,PITT COUNTY HEALTH DEPARTMENT,252-902-2300,201 GOVERNMENT CIRCLE, ,GREENVILLE,NC,27834,8198,PITT,37147,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.PITTCOUNTYNC.GOV/DEPTS/HEALTH,TECHNIGRAPHICS,LOCAL,0, ,-8612076.0416,4250819.4154
3368,PERQUIMANS COUNTY HEALTH DEPARTMENT,252-426-2100,103 ARPDC STREET, ,HERTFORD,NC,27944,1219,PERQUIMANS,37143,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8512297.4513,4325546.184
3369,PENNSYLVANIA DEPARTMENT OF HEALTH,724-439-7400,100 NEW SALEM ROAD, ,UNIONTOWN,PA,15401,8936,FAYETTE,42051,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8877731.3844,4853049.9556
3370,TOWN OF NORTH STONINGTON HEALTH DEPARTMENT,860-535-2877,40 MAIN STREET, ,NORTH STONINGTON,CT,06359,1612,NEW LONDON,09011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.NORTHSTONINGTONCT.GOV/PAGES/NSTONINGTONCT_DEPT/HEALTH/INDEX,TECHNIGRAPHICS,LOCAL,0, ,-8001748.5053,5077602.5254
3371,MARION COUNTY HEALTH DEPARTMENT,304-366-3360,300 SECOND STREET, ,FAIRMONT,WV,26554,2830,MARION,54049,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WVDHHR.ORG/WVLOCALHEALTH/LHD_PROFILES/LHDREPORT/INDEX.ASP?COUNTYNAME=MARION,TECHNIGRAPHICS,LOCAL,0, ,-8921741.3559,4790800.6712
3372,PENNSYLVANIA DEPARTMENT OF HEALTH,570-724-2911,44 PLAZA LANE, ,WELLSBORO,PA,16901, ,TIOGA,42117,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8602949.6321,5122832.7766
3373,WARREN COUNTY HEALTH DEPARTMENT,814-728-3566,305 NORTH STATE STREET, ,WARREN,PA,16365,4867,WARREN,42123,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8810292.5461,5143653.8588
3374,BEAVER COUNTY HEALTH DEPARTMENT,724-774-1385,300 SOUTH WALNUT LANE, ,BEAVER,PA,15009,1739,BEAVER,42007,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=BEAVER,TECHNIGRAPHICS,LOCAL,0, ,-8941257.9026,4966720.3671
3375,PENNSYLVANIA DEPARTMENT OF HEALTH - SOUTHEASTERN DISTRICT OFFICE,610-378-4352,625 CHERRY STREET,READING STATE OFFICE BUILDING,READING,PA,19602,1152,BERKS,42011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=BERKS,TECHNIGRAPHICS,LOCAL,0, ,-8451882.9705,4914678.8011
3376,PENNSYLVANIA DEPARTMENT OF HEALTH,570-963-4567,100 LACKAWANNA AVENUE,SCRANTON STATE OFFICE BUILDING FIRST FLOOR,SCRANTON,PA,18503,1944,LACKAWANNA,42069,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8423493.5799,5072879.26
3377,MARSHALL COUNTY HEALTH DEPARTMENT,304-845-7840,513 6TH STREET, ,MOUNDSVILLE,WV,26041,1949,MARSHALL,54051,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.WVDHHR.ORG/WVLOCALHEALTH/LHD_PROFILES/LHDREPORT/INDEX.ASP?COUNTYNAME=MARSHALL,TECHNIGRAPHICS,LOCAL,0, ,-8988643.4156,4854196.6694
3378,PENNSYLVANIA DEPARTMENT OF HEALTH,724-357-2995,75 NORTH 2ND STREET, ,INDIANA,PA,15701,2047,INDIANA,42063,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8809809.8497,4956979.7954
3379,PENNSYLVANIA DEPARTMENT OF HEALTH,570-837-5915,207 WEST WILLOW AVENUE, ,MIDDLEBURG,PA,17842,1039,SNYDER,42109,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8577395.6639,4981519.3376
3380,TOWN OF GRISWOLD HEALTH DEPARTMENT,860-376-7060,28 MAIN STREET, ,JEWETT CITY,CT,06351,2204,NEW LONDON,09011,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.GRISWOLD-CT.ORG/SANITATIONDEPT.HTML,TECHNIGRAPHICS,LOCAL,0, ,-8013229.1661,5102026.4735
3381,PHILADELPHIA DEPARTMENT OF HEALTH,215-686-5000,1101 MARKET STREET,8TH FLOOR,PHILADELPHIA,PA,19107,2901,PHILADELPHIA,42101,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=PHILADELPHIA,TECHNIGRAPHICS,LOCAL,0, ,-8366609.0542,4858994.4754
3382,MIDDLETOWN HEALTH DEPARTMENT,860-344-3474,245 DEKOVEN DRIVE, ,MIDDLETOWN,CT,06457,3460,MIDDLESEX,09007,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CITYOFMIDDLETOWN.COM/HEALTH/HEALTH_&_VITAL_STATISTICS.HTM,TECHNIGRAPHICS,LOCAL,0, ,-8087140.9431,5095558.4567
3383,PENNSYLVANIA DEPARTMENT OF HEALTH - ARMSTRONG COUNTY,724-543-2700,239-245 BUTLER ROAD,SUITE 1,KITTANNING,PA,16201, ,ARMSTRONG,42005,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8853427.051,4984014.8366
3384,PENNSYLVANIA DEPARTMENT OF HEALTH,724-287-1769,100 BRUGH AVENUE,MONARCH PLACE - SUITE 201,BUTLER,PA,16001, ,BUTLER,42019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=BUTLER,TECHNIGRAPHICS,LOCAL,0, ,-8893708.2563,4990921.2606
3385,NORTHAMPTON COUNTY HEALTH DEPARTMENT,610-250-1825,1600 NORTHAMPTON STREET, ,EASTON,PA,18042,3132,NORTHAMPTON,42095,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8375022.0512,4966663.632
3386,PENNSYLVANIA DEPARTMENT OF HEALTH,717-485-3318,182 BUCHANAN TRAIL, ,MCCONNELLSBURG,PA,17233,8261,FULTON,42057,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8681687.7214,4855440.1348
3387,SOUTHAMPTON BOARD OF HEALTH,413-529-1003,8 EAST STREET,TOWN HALL,SOUTHAMPTON,MA,01073,9266,HAMPSHIRE,25015,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TOWN.SOUTHAMPTON.MA.US/DBCC/HEALTH.PHP,TECHNIGRAPHICS,LOCAL,0, ,-8096139.2227,5195320.0104
3388,TOWN HEALTH OFFICER- DERBY,802-766-4906,124 MAIN STREET, ,DERBY,VT,05829,9744,ORLEANS,50019,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8029685.0274,5614065.7255
3389,PENNSYLVANIA DEPARTMENT OF HEALTH,814-946-7300,615 HOWARD AVENUE,CRICKET FIELD PLAZA,ALTOONA,PA,16601,4813,BLAIR,42013,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=BLAIR,TECHNIGRAPHICS,LOCAL,0, ,-8727179.2915,4941992.9241
3390,PENNSYLVANIA DEPARTMENT OF HEALTH,814-765-0542,1123 LINDEN STREET, ,CLEARFIELD,PA,16830,3317,CLEARFIELD,42033,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=CLEARFIELD,TECHNIGRAPHICS,LOCAL,0, ,-8732973.1304,5013584.3661
3391,STURBRIDGE BOARD OF HEALTH,508-347-2504,308 MAIN STREET, ,STURBRIDGE,MA,01566,1006,WORCESTER,25027,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.TOWN.STURBRIDGE.MA.US/PUBLIC_DOCUMENTS/STURBRIDGEMA_BOARDCMT/HEALTH,TECHNIGRAPHICS,LOCAL,0, ,-8023973.4769,5177281.3299
3392,PENNSYLVANIA DEPARTMENT OF HEALTH,570-275-7092,329 CHURCH STREET,STATE HEALTH CENTER,DANVILLE,PA,17821, ,MONTOUR,42093,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=MONTOUR,TECHNIGRAPHICS,LOCAL,0, ,-8528718.4551,5006645.0818
3393,GRANVILLE-VANCE DISTRICT HEALTH DEPARTMENT - VANCE COUNTY,252-492-7915,115 CHARLES ROLLINS ROAD, ,HENDERSON,NC,27536,2946,VANCE,37181,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,WWW.GVDHD.ORG,TECHNIGRAPHICS,LOCAL,0, ,-8732970.6299,4346039.4609
3394,SHAKER HEIGHTS HEALTH DEPARTMENT,216-491-1480,3400 LEE ROAD, ,SHAKER HEIGHTS,OH,44120,3408,CUYAHOGA,39035,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SHAKERONLINE.COM/DEPT/HEALTH/,TECHNIGRAPHICS,LOCAL,0, ,-9079841.2136,5081556.9636
3395,SOUTHINGTON HEALTH DEPARTMENT,860-276-6275,93 MAIN STREET, ,SOUTHINGTON,CT,06489,2504,HARTFORD,09003,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.SOUTHINGTON.ORG/CONTENT/50/2426/76/DEFAULT.ASPX,TECHNIGRAPHICS,LOCAL,0, ,-8112726.3666,5101341.1362
3396,ALLENTOWN HEALTH BUREAU,610-437-7760,245 NORTH 6TH STREET,ALLIANCE HALL,ALLENTOWN,PA,18102,4168,LEHIGH,42077,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8401428.0465,4954535.1416
3397,WASHINGTON COUNTY HEALTH DEPARTMENT,724-223-4540,167 NORTH MAIN STREET,SUITE 100,WASHINGTON,PA,15301,4354,WASHINGTON,42125,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8933048.8392,4891180.0665
3398,CHESTER COUNTY HEALTH DEPARTMENT,610-344-6225,601 WESTTOWN ROAD,ADMINISTRATIVE DEPARTMENT - SUITE 290,WEST CHESTER,PA,19382,4958,CHESTER,42029,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.CHESCO.ORG/HEALTH/,TECHNIGRAPHICS,LOCAL,0, ,-8413967.5337,4860178.9031
3399,PENNSYLVANIA DEPARTMENT OF HEALTH,814-248-3120,184 DONALD LANE, ,JOHNSTOWN,PA,15904,2830,CAMBRIA,42021,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WEBSERVER.HEALTH.STATE.PA.US/HEALTH/COMM/COMM.ASP?COUNTY=CAMBRIA,TECHNIGRAPHICS,LOCAL,0, ,-8776501.992,4907351.278
3400,COLTS NECK HEALTH DEPARTMENT,732-462-5470,124 CEDAR DRIVE,COLTS NECK TOWN HALL,COLTS NECK,NJ,07722,1673,MONMOUTH,34025,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ,HTTP://WWW.COLTS-NECK.NJ.US/,TECHNIGRAPHICS,LOCAL,0, ,-8258893.0257,4908929.4787
3401,PENNSYLVANIA DEPARTMENT OF HEALTH - WESTMORELAND COUNTY,724-832-5315,233 WEST OTTERMAN STREET, ,GREENSBURG,PA,15601,2201,WESTMORELAND,42129,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,NAVTEQ, ,TECHNIGRAPHICS,LOCAL,0, ,-8855328.3686,4910085.8186
